id,Descripción,Link,Pagina fuente
254.0,un joven indígena que trabaja en una granja orgánica en su aldea amazónica en medio de la selva tropical. tribu quichua / kichwa napuruna. ,https://media.istockphoto.com/id/2158706417/es/foto/un-joven-ind%C3%ADgena-que-trabaja-en-una-granja-org%C3%A1nica-en-su-aldea-amaz%C3%B3nica-en-medio-de-la.jpg?s=612x612&w=0&k=20&c=r0K-uZneWr3xTxN9RkRAHT1rp9IhHDUR3DE6d5VaNDA=,
255.0,mujer indígena mayor haciendo artesanías ,https://media.istockphoto.com/id/1857574321/es/foto/mujer-ind%C3%ADgena-mayor-haciendo-artesan%C3%ADas.jpg?s=612x612&w=0&k=20&c=mZwTI-yHY9T_9JEkwbmuPKcByKsFJipDdUVwpywSHTA=,
256.0,hombre brasileño nativo de tupi guarani tribu en brasil (indio) ,https://media.istockphoto.com/id/890135490/es/foto/hombre-brasile%C3%B1o-nativo-de-tupi-guarani-tribu-en-brasil.jpg?s=612x612&w=0&k=20&c=tFx1tCABPNVqFN1ztX8k8ToHMvCteqOLWvRdIJp9WCU=,
257.0,hombre brasileño nativo de tupi guarani tribu en brasil (indio) ,https://media.istockphoto.com/id/890135400/es/foto/hombre-brasile%C3%B1o-nativo-de-tupi-guarani-tribu-en-brasil.jpg?s=612x612&w=0&k=20&c=wS6LcSG-F-fzrH5V_ysV03h0FCckSecLRU6RYRMkVZQ=,
258.0,hombre brasileño nativo de tupi guarani tribu en brasil (indio) ,https://media.istockphoto.com/id/890135388/es/foto/hombre-brasile%C3%B1o-nativo-de-tupi-guarani-tribu-en-brasil.jpg?s=612x612&w=0&k=20&c=oiLtrCYz1minHn-JXP0l6mixOlNKYRQ_IQkijE13MFQ=,
259.0,"mujer indígena de la tribu tupí guaraní en manaus, brasil ",https://media.istockphoto.com/id/889684454/es/foto/mujer-ind%C3%ADgena-de-la-tribu-tup%C3%AD-guaran%C3%AD-en-manaus-brasil.jpg?s=612x612&w=0&k=20&c=5vyrOEX-U6UAazPSVq8R8bwaVdLFsDyTqJb6K9cHO9k=,
260.0,primer plano de una niña indígena con los ojos cerrados saboreando una rodaja de naranja en un huerto al lado de su casa. mes de la herencia hispana ,https://media.istockphoto.com/id/1810609893/es/foto/primer-plano-de-una-ni%C3%B1a-ind%C3%ADgena-con-los-ojos-cerrados-saboreando-una-rodaja-de-naranja-en-un.jpg?s=612x612&w=0&k=20&c=YJBbP0r5RidZM4KLGVwn6MarO1l08lK4eCL39O4GIfk=,
261.0,"mujer indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/889470770/es/foto/mujer-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=qoUegxrsk8Yvyz673vOo2jqlhd-zg0BG_2V1GS34GGo=,
262.0,"niña indígena de tribu tupí guaraní en manaus, brasil ",https://media.istockphoto.com/id/889679684/es/foto/ni%C3%B1a-ind%C3%ADgena-de-tribu-tup%C3%AD-guaran%C3%AD-en-manaus-brasil.jpg?s=612x612&w=0&k=20&c=-LsIAYENWQ2IhKh5y4csvvleV5COPflE6tlWYZGIJ80=,
263.0,retrato de niño nativos brasileño ,https://media.istockphoto.com/id/495834948/es/foto/retrato-de-ni%C3%B1o-nativos-brasile%C3%B1o.jpg?s=612x612&w=0&k=20&c=GjBX6fl3jp4qAGgY22l8x9JFCWzQvLrWAK0wtkim9Wk=,
264.0,una mujer indígena cocina yuca en una sartén sobre un fuego de leña ,https://media.istockphoto.com/id/2157119374/es/foto/una-mujer-ind%C3%ADgena-cocina-yuca-en-una-sart%C3%A9n-sobre-un-fuego-de-le%C3%B1a.jpg?s=612x612&w=0&k=20&c=MrTZcKI-cKlFCGuF9vfz3eQ3Hb2W0BllEVUEJaQfiPI=,
265.0,indian hombre ,https://media.istockphoto.com/id/144209544/es/foto/indian-hombre.jpg?s=612x612&w=0&k=20&c=xTHDNF0n0pIcDwTPxsHyKWyHqPMi_OTNQ7XW7DO9UCc=,
266.0,"mujer indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/889470636/es/foto/mujer-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=fqCmvR4vBtFZSG8PfniNUwq8XXcHUof7ThYlrVYArLk=,
267.0,nativo brasileño hombre viejo jugando acanaladura de madera ,https://media.istockphoto.com/id/497710998/es/foto/nativo-brasile%C3%B1o-hombre-viejo-jugando-acanaladura-de-madera.jpg?s=612x612&w=0&k=20&c=Hn1Le09rwoivgRE4HvbdrEoWtiBm1l6Z-ANkA6Fq1Z0=,
268.0,pesca con red de hombres indígenas en el río xingu ,https://media.istockphoto.com/id/1391955352/es/foto/pesca-con-red-de-hombres-ind%C3%ADgenas-en-el-r%C3%ADo-xingu.jpg?s=612x612&w=0&k=20&c=JVPS6BQe0u2Xf3Azht8_N4n8XTRnHnqg4910W5xjG8A=,
269.0,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional bailando con su tribu mientras filma en su aldea. tribu quichua / kichwa napuruna. ",https://media.istockphoto.com/id/2154778420/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-bailando-con.jpg?s=612x612&w=0&k=20&c=SXFt3WVBMPwxUWslIGt4711rjZak56tkbJ6C0OhSC50=,
270.0,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional de su tribu de tiro en su pueblo. tribu quichua / kichwa napuruna. ",https://media.istockphoto.com/id/2154778544/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-de-su-tribu-de.jpg?s=612x612&w=0&k=20&c=GXtev1GLsdJw8wRm4ck6U9rkHr0glgN8npQiezQbe5o=,
271.0,niño brasileño nativo comer en tupi guarani tribu ,https://media.istockphoto.com/id/889681790/es/foto/ni%C3%B1o-brasile%C3%B1o-nativo-comer-en-tupi-guarani-tribu.jpg?s=612x612&w=0&k=20&c=GUwk5RRQG9PFNv8RnyXguj_bkJ4Ee3WZ5pMiil3XsF8=,
272.0,"mujer indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/889470652/es/foto/mujer-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=RfBi4ru8iiLpXQXKsQWkjORCKSLBHqfiCKmwmKPMwcs=,
273.0,retrato de hermosa mujer indígena ,https://media.istockphoto.com/id/1857574827/es/foto/retrato-de-hermosa-mujer-ind%C3%ADgena.jpg?s=612x612&w=0&k=20&c=EFdPqXnVDuiA8NUts7YEoGgAI1pGCwBT1FLWgPHLXu4=,
274.0,nativo retrato de mujer de brasil ,https://media.istockphoto.com/id/497751048/es/foto/nativo-retrato-de-mujer-de-brasil.jpg?s=612x612&w=0&k=20&c=qoIc7tWedtNj19p9sL4-dgbGPAE9n2krSaQLn8NLbQw=,
275.0,hombre indígena con pintura tribal corporal ,https://media.istockphoto.com/id/1391953803/es/foto/hombre-ind%C3%ADgena-con-pintura-tribal-corporal.jpg?s=612x612&w=0&k=20&c=EobgOKvowTeXbC84MLeiAG05jIJYfYDDmku8Hv1506k=,
276.0,jefe de la tribu indígena arawete en la amazonía brasileña ,https://media.istockphoto.com/id/1392216803/es/foto/jefe-de-la-tribu-ind%C3%ADgena-arawete-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=5Kr3dmtJAhV_zhH_ZOd9NrwdN2jX3mdKtryfhV0ybEU=,
277.0,nativa amazónica joven fumando en una pipa. ,https://media.istockphoto.com/id/985627554/es/foto/nativa-amaz%C3%B3nica-joven-fumando-en-una-pipa.jpg?s=612x612&w=0&k=20&c=01gzbl6Y7T0Ydg9LfF8NedWCBcOcvDX5cAl6akIAUWU=,
278.0,retrato de niño nativos brasileño ,https://media.istockphoto.com/id/495834720/es/foto/retrato-de-ni%C3%B1o-nativos-brasile%C3%B1o.jpg?s=612x612&w=0&k=20&c=OFZWVSgfUqPvxq0BAgk9z588ItYbQxgGLA68OYsBl3c=,
279.0,retrato de niño nativos brasileño ,https://media.istockphoto.com/id/495834840/es/foto/retrato-de-ni%C3%B1o-nativos-brasile%C3%B1o.jpg?s=612x612&w=0&k=20&c=6n8fXh1YUrg_XES06n-F3ZXuCcByFQCz4cnHRnRiTS8=,
280.0,niño brasileño nativo comer en tupi guarani tribu ,https://media.istockphoto.com/id/889681800/es/foto/ni%C3%B1o-brasile%C3%B1o-nativo-comer-en-tupi-guarani-tribu.jpg?s=612x612&w=0&k=20&c=D3QdnnNxgQDnaKNWDcKx-iLR52tBndo4mAfbhdHBx28=,
281.0,retrato de un joven con síndrome de down de una comunidad indígena en la amazonía en brasil rodeado de colores y positividad con su vestimenta tradicional ,https://media.istockphoto.com/id/2168612527/es/foto/retrato-de-un-joven-con-s%C3%ADndrome-de-down-de-una-comunidad-ind%C3%ADgena-en-la-amazon%C3%ADa-en-brasil.jpg?s=612x612&w=0&k=20&c=X1LD3ql-UXRGR9wAUX7xBQ1RBAdj-7RTvFmknhgmbo8=,
282.0,indígenas brasileños joven retrato de etnia guaraní ,https://media.istockphoto.com/id/1018401374/es/foto/ind%C3%ADgenas-brasile%C3%B1os-joven-retrato-de-etnia-guaran%C3%AD.jpg?s=612x612&w=0&k=20&c=sLXIvff_tGGlwnchKvL7sBLoedpwJ7YD1BftVCBFYTM=,
283.0,mujer indígena de la tribu asuruni ,https://media.istockphoto.com/id/1391766929/es/foto/mujer-ind%C3%ADgena-de-la-tribu-asuruni.jpg?s=612x612&w=0&k=20&c=7ooeI6PHgZ7j_kPRC22fRlyOpRDhpCVtOhCZ6wTACw4=,
284.0,retrato en primer plano de un niño indígena de la amazonía en su casa con hermosos colores ,https://media.istockphoto.com/id/2167542375/es/foto/retrato-en-primer-plano-de-un-ni%C3%B1o-ind%C3%ADgena-de-la-amazon%C3%ADa-en-su-casa-con-hermosos-colores.jpg?s=612x612&w=0&k=20&c=8EqVG9ZMKGQSx2XxXZhEyIsqanRNTfKClZdbl6cRXCI=,
285.0,nativo retrato de mujer de brasil ,https://media.istockphoto.com/id/497749290/es/foto/nativo-retrato-de-mujer-de-brasil.jpg?s=612x612&w=0&k=20&c=bJ-23pd_QHYLDInWso6BPRBQBVCEvL1LdTPmFg11200=,
286.0,nativo retrato de mujer de brasil ,https://media.istockphoto.com/id/497750954/es/foto/nativo-retrato-de-mujer-de-brasil.jpg?s=612x612&w=0&k=20&c=0TA8pgBoP-PPmCJri_pP8FP9Nfgde2utkr-EMNAk-QA=,
287.0,retrato de hermosa mujer indígena ,https://media.istockphoto.com/id/1857574334/es/foto/retrato-de-hermosa-mujer-ind%C3%ADgena.jpg?s=612x612&w=0&k=20&c=hVS5wp8zXhl7qdcj2LAyC1l9TC8kQpf8NNYg6zhJ_N0=,
288.0,hombre de amazon ,https://media.istockphoto.com/id/476098127/es/foto/hombre-de-amazon.jpg?s=612x612&w=0&k=20&c=R6F3tZJuSceqNAeU8o-sPJG7xSSEAOfl-sUpGIWv34s=,
289.0,hombre indígena en la oscuridad con sus cuerpos cubiertos de pintura ,https://media.istockphoto.com/id/1391956385/es/foto/hombre-ind%C3%ADgena-en-la-oscuridad-con-sus-cuerpos-cubiertos-de-pintura.jpg?s=612x612&w=0&k=20&c=WaiMCHVz6mUtON7oJE-cuTV5ScfL1jLO3unJ-07sp_M=,
290.0,mujer indígena pintando arte tribal ,https://media.istockphoto.com/id/1391956437/es/foto/mujer-ind%C3%ADgena-pintando-arte-tribal.jpg?s=612x612&w=0&k=20&c=BSK5f0EfLA9wqExJ2-4Ibz37OFBEJXyVdFNVj1MMIMg=,
291.0,"joven turista latina descubriendo, caminando, disfrutando, sintiéndose libre, viajando por la región amazónica usando sus binoculares para ver las aves y animales salvajes en medio de las selvas tropicales ecuatorianas en alguna parte del ecuador ",https://media.istockphoto.com/id/1385130695/es/foto/joven-turista-latina-descubriendo-caminando-disfrutando-sinti%C3%A9ndose-libre-viajando-por-la.jpg?s=612x612&w=0&k=20&c=LATUsOnBraOBAP8lF1Tn3epz5Z_yBCX5b8y4deer8xY=,
292.0,una mujer quechua amazónica de ecuador ,https://media.istockphoto.com/id/1493371323/es/foto/una-mujer-quechua-amaz%C3%B3nica-de-ecuador.jpg?s=612x612&w=0&k=20&c=yF_vpWnyGDZKSlyI6yEa3yIQnUIeg-4CIdIZWY2XQ_0=,
293.0,"mujer indígena, selva amazónica ",https://media.istockphoto.com/id/1450668928/es/foto/mujer-ind%C3%ADgena-selva-amaz%C3%B3nica.jpg?s=612x612&w=0&k=20&c=WmlMNNtnhnO18jNQkIjXeXuqP2xSpobxtTSkPEQ08uA=,
294.0,jefe de tribu indígena en la amazonía brasileña ,https://media.istockphoto.com/id/1392411753/es/foto/jefe-de-tribu-ind%C3%ADgena-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=yni3Sv8GtRiN5gDqlbh0gL3r4tWD-IhqcgmimpSaM30=,
295.0,mujer indígena de la cultura siona ralla yuca para hacer una tortilla ,https://media.istockphoto.com/id/1401729808/es/foto/mujer-ind%C3%ADgena-de-la-cultura-siona-ralla-yuca-para-hacer-una-tortilla.jpg?s=612x612&w=0&k=20&c=nx43-ZBoOyfWs5F4a_xM2trP7CGLW6n1GUi7FqRyO_I=,
296.0,"niña indígena de tribu tupí guaraní en manaus, brasil ",https://media.istockphoto.com/id/889470764/es/foto/ni%C3%B1a-ind%C3%ADgena-de-tribu-tup%C3%AD-guaran%C3%AD-en-manaus-brasil.jpg?s=612x612&w=0&k=20&c=pFD2jsuRIMpU_wf261Akc64SqC-uKTPZRaeBIbJ-dcU=,
297.0,"niña indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/889684500/es/foto/ni%C3%B1a-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=npwyF34yvhiICDhxLcN91Ni3F9dh9JLQPFbobzoNB4E=,
298.0,nativo brasileño hombre viejo jugando acanaladura de madera ,https://media.istockphoto.com/id/497710798/es/foto/nativo-brasile%C3%B1o-hombre-viejo-jugando-acanaladura-de-madera.jpg?s=612x612&w=0&k=20&c=jtJJLsGTtmtNsBtos_ds7F_5-c4iXdSrU3rVOgAqXfo=,
299.0,retrato de una mujer con una piel rojo ,https://media.istockphoto.com/id/1079167102/es/foto/retrato-de-una-mujer-con-una-piel-rojo.jpg?s=612x612&w=0&k=20&c=VGarjC9zscZfhBTp8MNw8x2O6YHl3nl2h0Oj5wwZSaU=,
300.0,primer plano de un anciano chamán de la nacionalidad cofán caminando en medio de la selva amazónica ,https://media.istockphoto.com/id/1344369438/es/foto/primer-plano-de-un-anciano-cham%C3%A1n-de-la-nacionalidad-cof%C3%A1n-caminando-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=he6lyKS3tdWHsr4saVuRVn5ByLf3fwuCzLypT_3iWD0=,
301.0,nativo brasileño hombres jugando acanaladura de madera ,https://media.istockphoto.com/id/495698210/es/foto/nativo-brasile%C3%B1o-hombres-jugando-acanaladura-de-madera.jpg?s=612x612&w=0&k=20&c=PLltCMINkmsxiIAoaE9uoRw-JxUzSWEjyscyTMBpiT8=,
302.0,un joven indígena protegiendo sus ojos del sol navega en una canoa por un río ,https://media.istockphoto.com/id/2159834996/es/foto/un-joven-ind%C3%ADgena-protegiendo-sus-ojos-del-sol-navega-en-una-canoa-por-un-r%C3%ADo.jpg?s=612x612&w=0&k=20&c=PMYj50l5ruTV1W-ycBREj87zdulXy1_rxqG-c1km7g0=,
303.0,"mujer indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/889470656/es/foto/mujer-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=PLULe-orq_BIjtb4GPOQgJpJgeuWu58p_4xmH_OL2ts=,
304.0,"un retrato masculino indígena joven, fotografiando en su aldea amazónica en medio de la selva tropical llevando una caja vacía de frutas de madera. tribu quichua / kichwa napuruna. ",https://media.istockphoto.com/id/2158706294/es/foto/un-retrato-masculino-ind%C3%ADgena-joven-fotografiando-en-su-aldea-amaz%C3%B3nica-en-medio-de-la-selva.jpg?s=612x612&w=0&k=20&c=gYFTXZCZ2bcgtixuXgitjcMxWwzuTlEercUkf2Uv9Q8=,
305.0,retrato de mujer india con instrumentos de percusión ,https://media.istockphoto.com/id/1679389247/es/foto/retrato-de-mujer-india-con-instrumentos-de-percusi%C3%B3n.jpg?s=612x612&w=0&k=20&c=Ma_Gfi5SR8BmjRXvAobybQEX32pTNAAGw1jKET6d0gY=,
306.0,anciano chamán indígena de nacionalidad cofan realizando ritual de curación a una mujer cofan en la selva amazónica ,https://media.istockphoto.com/id/1344369436/es/foto/anciano-cham%C3%A1n-ind%C3%ADgena-de-nacionalidad-cofan-realizando-ritual-de-curaci%C3%B3n-a-una-mujer-cofan.jpg?s=612x612&w=0&k=20&c=AK1p7k7ocIQPQ-VzjCZ_YMMy-x9gN3WX07OwmVl5cQ0=,
307.0,"mujer brasileña indígena cocina ""xipa"", de la etnia guaraní ",https://media.istockphoto.com/id/1019098610/es/foto/mujer-brasile%C3%B1a-ind%C3%ADgena-cocina-xipa-de-la-etnia-guaran%C3%AD.jpg?s=612x612&w=0&k=20&c=gBKkSKHtI4A4_LsBPcmfHI6cPXuy-3ZiNwyEJqRpIFU=,
308.0,hombre tribal indígena con pintura facial ,https://media.istockphoto.com/id/1392413008/es/foto/hombre-tribal-ind%C3%ADgena-con-pintura-facial.jpg?s=612x612&w=0&k=20&c=Hxw-fCeQQRWAXykHnRxcWq_y7lKHNCQGbccHPPMqeX8=,
309.0,un hombre nativo indígena de brasil dispara una flecha ,https://media.istockphoto.com/id/1129586500/es/foto/un-hombre-nativo-ind%C3%ADgena-de-brasil-dispara-una-flecha.jpg?s=612x612&w=0&k=20&c=SlD3rfnSupoAULPkA4xsHCKCtSpiT_E-9lhTgY127V4=,
310.0,hombre indígena con pintura tribal corporal ,https://media.istockphoto.com/id/1391956481/es/foto/hombre-ind%C3%ADgena-con-pintura-tribal-corporal.jpg?s=612x612&w=0&k=20&c=eaJHFLqgXno3aqLu3ec1jPJVCZFWDq0vL323NMPi-MM=,
311.0,hombre tribal indígena con pintura facial ,https://media.istockphoto.com/id/1392412771/es/foto/hombre-tribal-ind%C3%ADgena-con-pintura-facial.jpg?s=612x612&w=0&k=20&c=yCp5t0pVr9PMM1APOBAR9YoJgagl5KFcXXpU9pKbKNQ=,
312.0,"un retrato femenino indígena joven y hermoso, vestida con su atuendo tradicional bailando con su tribu mientras filma en su aldea. tribu quichua / kichwa napuruna. ",https://media.istockphoto.com/id/2154778409/es/foto/un-retrato-femenino-ind%C3%ADgena-joven-y-hermoso-vestida-con-su-atuendo-tradicional-bailando-con.jpg?s=612x612&w=0&k=20&c=qEYQWTqqASlcKCKzkXe5RhOZccLtECL6DPDPqegLRnw=,
313.0,"mujer sonriente en el jardín con plátano y plátanos en él, ecuador ",https://media.istockphoto.com/id/1201889101/es/foto/mujer-sonriente-en-el-jard%C3%ADn-con-pl%C3%A1tano-y-pl%C3%A1tanos-en-%C3%A9l-ecuador.jpg?s=612x612&w=0&k=20&c=Z-gfFqELy7_VrBBHMFMrrGVdxIX48U8dInMIZEed25E=,
314.0,la felicidad de un niño en la selva amazónica. ,https://media.istockphoto.com/id/2167014886/es/foto/la-felicidad-de-un-ni%C3%B1o-en-la-selva-amaz%C3%B3nica.jpg?s=612x612&w=0&k=20&c=Pg1NlJPZxtg1aQyoNkZAVYsRyc1FG_zvvHfR_zYwpfQ=,
315.0,joven indígena sentada en una laguna tocando el agua ,https://media.istockphoto.com/id/2160360536/es/foto/joven-ind%C3%ADgena-sentada-en-una-laguna-tocando-el-agua.jpg?s=612x612&w=0&k=20&c=3UTBgZLcy75tejtfQBTGHetmEWmBHEfx0Oj2yAPb26I=,
316.0,un hermoso niño de una aldea en el amazonas en brasil coloreando en su clase de la escuela mientras mira a la cámara y sonríe ,https://media.istockphoto.com/id/2172022870/es/foto/un-hermoso-ni%C3%B1o-de-una-aldea-en-el-amazonas-en-brasil-coloreando-en-su-clase-de-la-escuela.jpg?s=612x612&w=0&k=20&c=fouofHQMdJsaTuxE9_LcuNGL1YJsl5yyzxvnQqza5FY=,
317.0,joven indígena con un tocado tradicional de plumas de guacamayo ,https://media.istockphoto.com/id/2157119552/es/foto/joven-ind%C3%ADgena-con-un-tocado-tradicional-de-plumas-de-guacamayo.jpg?s=612x612&w=0&k=20&c=7GfWQxj97M-frN5MtyWeSkGraoGa1hvM5uJxWQMOZPc=,
318.0,joven indígena de la selva de ecuador en un momento de acción de gracias en un ritual tradicional de su tribu ,https://media.istockphoto.com/id/2152675018/es/foto/joven-ind%C3%ADgena-de-la-selva-de-ecuador-en-un-momento-de-acci%C3%B3n-de-gracias-en-un-ritual.jpg?s=612x612&w=0&k=20&c=T_ic1ua4vCeHl-RU3bGUxE-lFQRdNsdIF0fm7G24vjY=,
319.0,retrato de una mujer indígena de la amazonía brasileña haciendo pan para la comunidad con su pala ,https://media.istockphoto.com/id/2171393033/es/foto/retrato-de-una-mujer-ind%C3%ADgena-de-la-amazon%C3%ADa-brasile%C3%B1a-haciendo-pan-para-la-comunidad-con-su.jpg?s=612x612&w=0&k=20&c=acUNChnsWrNy15nimH6UG84vzaaimTqCJDH9OgU_h08=,
320.0,"viajando a casa: joven adolescente indígena camina hacia la selva amazónica, de regreso a casa ",https://media.istockphoto.com/id/1719629533/es/foto/joven-adolescente-ind%C3%ADgena-camina-hacia-la-selva-amaz%C3%B3nica-de-regreso-a-casa.jpg?s=612x612&w=0&k=20&c=rYMpL7JAVnLo5Y5ELQpMeIuBhWY-vBS-vizj7XaRMU8=,
321.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770415/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=YkmV_W_es5hGf58wA2P6eYKjdTucPZgeQ2pdqyjhajA=,
322.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770453/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=CGnPNcemIjvqBTqQR4yT84bi4Bd38f4l6Z_z1eplfwk=,
323.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770406/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=0lHp07yaVN8rmtOPCKeBpuIs1_QJN9r843gKFrasp9w=,
324.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770483/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=hS_GG_F-tNRoIDeQ_UMOHYwk8laUVeTRKoK_J2l5XH8=,
325.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770452/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=7d9JuLRBr9DQcCJk55DK1SpiqkTZ9s62Gf0L0sx4tzI=,
326.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770467/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=qxeo0SsozjCmbKlXI_h_kHgxM9AVi_HsUjAqLZfCu3w=,
327.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770464/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=2AwnJ6dCyxIeej9J2oxUhCQoRrklaHV6_tWIz6tWmIc=,
328.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770436/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=ixX_7w-mlANgRuDBjlo3mGT7ncAa-axJ3ibRmH_OLd4=,
329.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770433/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=TWQyWpso154hhD1H8stpuZUOIEFCLxs97T7Q1Jh2DW8=,
330.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770455/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=R4SRf-y7Ms2_qHO9xlMB7k9X2GfjXwpVu1Yl_mesev8=,
331.0,mujer indígena cocina pescado al horno y pan a la parrilla. ,https://media.istockphoto.com/id/1256770443/es/foto/mujer-ind%C3%ADgena-cocina-pescado-al-horno-y-pan-a-la-parrilla.jpg?s=612x612&w=0&k=20&c=3MROVJJjc2un-mwqvLzIp42x3ISv4K1-yDBeXWk5wz4=,
332.0,mujer indígena de la tribu arawete en la amazonía brasileña ,https://media.istockphoto.com/id/1392215949/es/foto/mujer-ind%C3%ADgena-de-la-tribu-arawete-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=JUCM8YdlzCarowMUh77Lvbla58tUUnWw7Dk8Ht397CE=,
333.0,"indígena brasileña joven, retrato de tupí guaraní, origen étnico, en una choza ",https://media.istockphoto.com/id/1017724404/es/foto/ind%C3%ADgena-brasile%C3%B1a-joven-retrato-de-tup%C3%AD-guaran%C3%AD-origen-%C3%A9tnico-en-una-choza.jpg?s=612x612&w=0&k=20&c=Aof0Uy-BSi2UFOUqIZTaeRphiD3lCHWfPOSqMEccdtI=,
334.0,jefe de la tribu indígena arawete en la amazonía brasileña ,https://media.istockphoto.com/id/1392216136/es/foto/jefe-de-la-tribu-ind%C3%ADgena-arawete-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=XeFx33AarR-wOFmNPn436RFczEYJkOLxIrHlA6Gvwrs=,
335.0,retrato vertical de un joven con síndrome de down de una comunidad indígena en el amazonas en brasil rodeado de colores y positividad ,https://media.istockphoto.com/id/2168649695/es/foto/retrato-vertical-de-un-joven-con-s%C3%ADndrome-de-down-de-una-comunidad-ind%C3%ADgena-en-el-amazonas-en.jpg?s=612x612&w=0&k=20&c=sY_I8VRLPdBbFHSP8V0R9VZqdsGfjeuHrpxDpiUXTH8=,
336.0,joven indígena en un ritual latinoamericano haciendo una ofrenda de unas mandarinas ,https://media.istockphoto.com/id/1810610904/es/foto/joven-ind%C3%ADgena-en-un-ritual-latinoamericano-haciendo-una-ofrenda-de-unas-mandarinas.jpg?s=612x612&w=0&k=20&c=DA0n2GrAOOL9b_nZ4bOBXzjhnGYwP17YxmYwZ9pZdiU=,
